query,intent
커피숍 어데누,3
커피숍 어뎌,3
커피숍 어딜까,3
커피숍 오딩,3
커피숍 어디냐,3
커피숍 위치,3
커피숍 위치보고바람,3
커피샵 제발 알려주라,3
커피샵 제발 알려줘라,3
커피샵 좀 제발,3
커피샵 부탁 좀 합시다,3
커피샵 어떻게 되지?,3
커피샵 어떻게,3
커피샵 뭐야?,3
커피샵 뭐니?,3
커피샵 뭐냐?,3
커피샵 먹는거야?,3
커피샵 가능함?,3
커피샵 뭐임?,3
커피샵 부탁함,3
커피샵 앎?,3
커피샵 알려주셈,3
커피샵 나도 알려주세요,3
커피샵 저도 알려주세요,3
커피샵 저도 궁금해요,3
커피샵 나도 궁금해,3
커피샵 저도 부탁할게요,3
커피샵 나도 부탁할게,3
커피샵 나도 부탁할게요,3
커피샵 나도 부탁,3
커피샵 나도,3
커피샵 저도,3
커피샵 어딨어?,3
커피샵 어디야?,3
커피샵 어디지?,3
커피샵 어데누,3
커피샵 어뎌,3
커피샵 어딜까,3
커피샵 오딩,3
커피샵 어디냐,3
커피샵 위치,3
커피샵 위치보고바람,3
까페 제발 알려주라,3
까페 제발 알려줘라,3
까페 좀 제발,3
까페 부탁 좀 합시다,3
까페 어떻게 되지?,3
까페 어떻게,3
까페 뭐야?,3
까페 뭐니?,3
까페 뭐냐?,3
까페 먹는거야?,3
까페 가능함?,3
까페 뭐임?,3
까페 부탁함,3
까페 앎?,3
까페 알려주셈,3
까페 나도 알려주세요,3
까페 저도 알려주세요,3
까페 저도 궁금해요,3
까페 나도 궁금해,3
까페 저도 부탁할게요,3
까페 나도 부탁할게,3
까페 나도 부탁할게요,3
까페 나도 부탁,3
까페 나도,3
까페 저도,3
까페 어딨어?,3
까페 어디야?,3
까페 어디지?,3
까페 어데누,3
까페 어뎌,3
까페 어딜까,3
까페 오딩,3
까페 어디냐,3
까페 위치,3
까페 위치보고바람,3
투썸 제발 알려주라,3
투썸 제발 알려줘라,3
투썸 좀 제발,3
투썸 부탁 좀 합시다,3
투썸 어떻게 되지?,3
투썸 어떻게,3
투썸 뭐야?,3
투썸 뭐니?,3
투썸 뭐냐?,3
투썸 먹는거야?,3
투썸 가능함?,3
투썸 뭐임?,3
투썸 부탁함,3
투썸 앎?,3
투썸 알려주셈,3
투썸 나도 알려주세요,3
투썸 저도 알려주세요,3
투썸 저도 궁금해요,3
투썸 나도 궁금해,3
투썸 저도 부탁할게요,3
투썸 나도 부탁할게,3
투썸 나도 부탁할게요,3
투썸 나도 부탁,3
투썸 나도,3
투썸 저도,3
투썸 어딨어?,3
투썸 어디야?,3
투썸 어디지?,3
투썸 어데누,3
투썸 어뎌,3
투썸 어딜까,3
투썸 오딩,3
투썸 어디냐,3
투썸 위치,3
투썸 위치보고바람,3
투썸플레이스 제발 알려주라,3
투썸플레이스 제발 알려줘라,3
투썸플레이스 좀 제발,3
투썸플레이스 부탁 좀 합시다,3
투썸플레이스 어떻게 되지?,3
투썸플레이스 어떻게,3
투썸플레이스 뭐야?,3
투썸플레이스 뭐니?,3
투썸플레이스 뭐냐?,3
투썸플레이스 먹는거야?,3
투썸플레이스 가능함?,3
투썸플레이스 뭐임?,3
투썸플레이스 부탁함,3
투썸플레이스 앎?,3
투썸플레이스 알려주셈,3
투썸플레이스 나도 알려주세요,3
투썸플레이스 저도 알려주세요,3
투썸플레이스 저도 궁금해요,3
투썸플레이스 나도 궁금해,3
투썸플레이스 저도 부탁할게요,3
투썸플레이스 나도 부탁할게,3
투썸플레이스 나도 부탁할게요,3
투썸플레이스 나도 부탁,3
투썸플레이스 나도,3
투썸플레이스 저도,3
투썸플레이스 어딨어?,3
투썸플레이스 어디야?,3
투썸플레이스 어디지?,3
투썸플레이스 어데누,3
투썸플레이스 어뎌,3
투썸플레이스 어딜까,3
투썸플레이스 오딩,3
투썸플레이스 어디냐,3
투썸플레이스 위치,3
투썸플레이스 위치보고바람,3
투플 제발 알려주라,3
투플 제발 알려줘라,3
투플 좀 제발,3
투플 부탁 좀 합시다,3
투플 어떻게 되지?,3
투플 어떻게,3
투플 뭐야?,3
투플 뭐니?,3
투플 뭐냐?,3
투플 먹는거야?,3
투플 가능함?,3
투플 뭐임?,3
투플 부탁함,3
투플 앎?,3
투플 알려주셈,3
투플 나도 알려주세요,3
투플 저도 알려주세요,3
투플 저도 궁금해요,3
투플 나도 궁금해,3
투플 저도 부탁할게요,3
투플 나도 부탁할게,3
투플 나도 부탁할게요,3
투플 나도 부탁,3
투플 나도,3
투플 저도,3
투플 어딨어?,3
투플 어디야?,3
투플 어디지?,3
투플 어데누,3
투플 어뎌,3
투플 어딜까,3
투플 오딩,3
투플 어디냐,3
투플 위치,3
투플 위치보고바람,3
카페 어디야?,3
카페 위치가 어떡해 되?,3
카페 어디로 가야해?,3
카페 어느 쪽이야?,3
카페 위치,3
카페 위치좀 알려줄 수 있어?,3
카페 가야 하는데 어느 쪽이지,3
카페 가고 싶어,3
카페 어디에 있는지 알고있어?,3
카페 가고 싶어 알려줘,3
카페 위치가 어디에 있어?,3
카페 위치 좀 알려 주 실수 있어?,3
카페가 어디에 있어?,3
카페에 갈건데 어디에 있어?,3
카페 가야 하는데 위치좀 알려줘,3
카페 가야해 위치좀 알려줘,3
카페 빨리 가야하는데 위치좀,3
카페 어느 방향으로 가야하는지 알수 있을까?,3
카페 갈건데 어디야?,3
카페 갈건데 어느 방향이야?,3
카페 갈건데 어떡해 가야해?,3
카페 갈건데 위치 안내 부탁해,3
카페 갈건데 어떡해 가야하는지 알려줘,3
카페 갈건데 알려줘,3
카페 갈건데 위치 안내 해,3
카페 갈건데 빨리 알려줘,3
카페 갈건데 어느 쪽이야,3
카페 갈건데 어디로 가는게 좋을까?,3
카페 갈건데 방향이 어디야?,3
카페 갈건데 위치 안내를 부탁해,3
카페 갈건데 길찾기 부탁해,3
카페 갈건데 길찾아줘,3
카페 갈건데 길 좀 알려줘,3
카페 갈건데 길을 알려줘,3
카페 갈건데 길을 알려주었으면 좋겠어,3
카페 갈건데 어떡해 가야 좋겠어?,3
카페 갈건데 빠르게 가는 길좀 알려줘,3
카페 갈건데 가는 길좀 알려줘,3
카페 갈건데 가는 길이 어떡해 돼,3
카페 갈건데 가는 길 안내해줘,3
카페 갈건데 가는 길 안내 부탁해,3
카페 갈건데 길이 어떡해 될까?,3
카페 갈건데 길 찾기 좀 해줘,3
카페 갈건데 지도 부탁해,3
카페 갈건데 빠르게 가는 방법 알려줘,3
카페 갈건데 길 좀 알고 싶어,3
카페 갈건데 길 좀 알려줬으면 좋겠어,3
카페  갈건데 길의 방향 좀 알려줘,3
카페  갈건데 어디야?,3
카페  갈건데 어디로 가야해?,3
카페  갈건데 어느 쪽으로 가야해?,3
카페 갈건데 어떡해 해야할까?,3
카페 갈건데 어느 길로 가야할까?,3
카페  갈건데 길을 알려주었으면 좋겠어,3
카페  갈건데 길 안내를 해줘,3
카페  갈건데 길이 어떡해 될까?,3
카페  가야하는데 어떡해 가야하냐?,3
카페 가야하는데 어떡해 가야하지?,3
카페 가야하는데 어디로 가야해?,3
카페  가야하는데 길안내 부탁해,3
카페 가야하는데 길 좀 안내해줘,3
카페 길 찾기,3
카페 가야할것 같은데 길 찾기 부탁해,3
카페  가야할것 같은데 길 안내 부탁해,3
카페  가야할것 같은데 길 안내,3
카페 가야할것 같은데  지도 좀 켜줘,3
카페 가야할 것 같은데 길 알아?,3
카페 가야 되는데 어떡해 가야돼?,3
카페 가야 되는데 길이 어떡해 돼?,3
카페 가야하는데 길이 어느 방향이야?,3
카페 가야하는데 길이 어떡해 되지?,3
카페 가고 싶은데 길안내좀 해줘,3
카페 가야하는데 길좀 빨리 안내해 줘,3
카페 가고 싶은데 길 안내 시작해줘,3
카페 가야하는데 빠르게 길안내 좀,3
카페 가야하는데 길좀 빠르게 안내해줘,3
카페 어디야?,3
카페 어디에 있어?,3
카페 길 안내좀 해줄 수 있어?,3
카페 안내해줘,3
카페 길좀 빨리 안내해줘,3
카페 길이 어떡해 돼,3
카페 길안내 시작,3
카페길 안내 부탁 해,3
카페 길 지도 찾기 부탁,3
카페 길이 어떡해 되지?,3
카페 어느 방향이야?,3
카페 길 좀 알려줄수 있니?,3
카페 길 안내 시작,3
카페 어서 안내해줘,3
카페 가야되거든 그러니깐 길좀 안내해,3
카페 어디로 가야합니까?,3
카페 길을 안내 해 주셨으면 좋겠습니다.,3
카페 가야돼,3
카페 갸야하거든 길 좀 알려줘 봐,3
카페 가야되니깐 길 안내해,3
카페는 어디에 있어?,3
카페는 어디쯤인지 알아?,3
카페는 어디에 있을 까,3
카페가 어디에있는지 알려줘,3
카페 안내 부탁해,3
카페를 가고 싶어,3
카페 빠른 안내 부탁해,3
카페가 어디에 있는지 알려줘,3
카페가 어디에 있어,3
카페 빠른 안내 부탁해도 될까?,3
카페 빠르게 가고 싶은데 길좀 알려줘바,3
카페 를 가야하는데 어떡해 가지,3
카페 길안내,3
카페 안내를 부탁 드려요,3
카페는 어디에 있는 거야?,3
카페 길이 뭐야,3
카페에 가는 길이 어디야,3
카페에 가고 싶어,3
카페로 가는 길 알려줘,3
카페가 어느 방향이지,3
카페로 가는 방향 어디야?,3
카페로 가고 싶은데,3
카페로 가야 되거든 길 안내좀 해봐,3
카페 길 안내 해줘,3
카페 가는 방향 안내 부탁해,3
카페 길안내를 시작해줘,3
카페 빠르게 가는 길좀 알려줘,3
카페 는 어떡해 가면 좋을까?,3
카페 가야하는데 길좀,3
카페 길를 부탁해,3
카페 가야 해,3
카페 길을 알려줬으면 좋겠어,3
카페가는 방법 알려줘,3
카페 어디에 있는지 알아?,3
카페는 어디에 있을까?,3
카페 가는 방법 알려줘,3
카페 길찾기 좀 해줘,3
카페 길찾기 부탁해,3
카페 길찾기 해줘,3
카페 길찾기 실행,3
카페 길찾기 부탁좀 할께,3
카페 길찾기 가능할까?,3
카페 길찾기 가능?,3
카페 길찾기 기능 실행 시켜줘,3
카페 길찾기 가능합니까?,3
카페 길찾기 해,3
카페 길찾기,3
카페 길 안내 시작,3
카페 길 안내 시작 해줘,3
카페 길좀 안내해,3
카페 길 안내 가능 할까?,3
카페 길를 안내해줘,3
카페 길 안내 시작 하자,3
카페로 가는 길 안내 가능 할까?,3
카페로 가는 길로 안내좀 부탁할께,3
카페로 가는 길로 안내 실행 해줘,3
카페로 가는 길 알아?,3
카페로 가고 싶어,3
카페로 가는 길 알려줘,3
카페로 가야하는데 알려줘,3
카페로 가는길 안내 빠르게 부탁해,3
카페 가는 길 안내해,3
카페 안내해줘,3
카페 안내해,3
카페로 가는 길 안내해줘,3
카페로 가자,3
카페로 가고 싶어,3
커피숍 어디야?,3
커피숍 위치가 어떡해 되?,3
커피숍 어디로 가야해?,3
커피숍 어느 쪽이야?,3
커피숍 위치,3
커피숍 위치좀 알려줄 수 있어?,3
커피숍 가야 하는데 어느 쪽이지,3
커피숍 가고 싶어,3
커피숍 어디에 있는지 알고있어?,3
커피숍 가고 싶어 알려줘,3
커피숍 위치가 어디에 있어?,3
커피숍 위치 좀 알려 주 실수 있어?,3
커피숍가 어디에 있어?,3
커피숍에 갈건데 어디에 있어?,3
커피숍 가야 하는데 위치좀 알려줘,3
커피숍 가야해 위치좀 알려줘,3
커피숍 빨리 가야하는데 위치좀,3
커피숍 어느 방향으로 가야하는지 알수 있을까?,3
커피숍 갈건데 어디야?,3
커피숍 갈건데 어느 방향이야?,3
커피숍 갈건데 어떡해 가야해?,3
커피숍 갈건데 위치 안내 부탁해,3
커피숍 갈건데 어떡해 가야하는지 알려줘,3
커피숍 갈건데 알려줘,3
커피숍 갈건데 위치 안내 해,3
커피숍 갈건데 빨리 알려줘,3
커피숍 갈건데 어느 쪽이야,3
커피숍 갈건데 어디로 가는게 좋을까?,3
커피숍 갈건데 방향이 어디야?,3
커피숍 갈건데 위치 안내를 부탁해,3
커피숍 갈건데 길찾기 부탁해,3
커피숍 갈건데 길찾아줘,3
커피숍 갈건데 길 좀 알려줘,3
커피숍 갈건데 길을 알려줘,3
커피숍 갈건데 길을 알려주었으면 좋겠어,3
커피숍 갈건데 어떡해 가야 좋겠어?,3
커피숍 갈건데 빠르게 가는 길좀 알려줘,3
커피숍 갈건데 가는 길좀 알려줘,3
커피숍 갈건데 가는 길이 어떡해 돼,3
커피숍 갈건데 가는 길 안내해줘,3
커피숍 갈건데 가는 길 안내 부탁해,3
커피숍 갈건데 길이 어떡해 될까?,3
커피숍 갈건데 길 찾기 좀 해줘,3
커피숍 갈건데 지도 부탁해,3
커피숍 갈건데 빠르게 가는 방법 알려줘,3
커피숍 갈건데 길 좀 알고 싶어,3
커피숍 갈건데 길 좀 알려줬으면 좋겠어,3
커피숍  갈건데 길의 방향 좀 알려줘,3
커피숍  갈건데 어디야?,3
커피숍  갈건데 어디로 가야해?,3
커피숍  갈건데 어느 쪽으로 가야해?,3
커피숍 갈건데 어떡해 해야할까?,3
커피숍 갈건데 어느 길로 가야할까?,3
커피숍  갈건데 길을 알려주었으면 좋겠어,3
커피숍  갈건데 길 안내를 해줘,3
커피숍  갈건데 길이 어떡해 될까?,3
커피숍  가야하는데 어떡해 가야하냐?,3
커피숍 가야하는데 어떡해 가야하지?,3
커피숍 가야하는데 어디로 가야해?,3
커피숍  가야하는데 길안내 부탁해,3
커피숍 가야하는데 길 좀 안내해줘,3
커피숍 길 찾기,3
커피숍 가야할것 같은데 길 찾기 부탁해,3
커피숍  가야할것 같은데 길 안내 부탁해,3
커피숍  가야할것 같은데 길 안내,3
커피숍 가야할것 같은데  지도 좀 켜줘,3
커피숍 가야할 것 같은데 길 알아?,3
커피숍 가야 되는데 어떡해 가야돼?,3
커피숍 가야 되는데 길이 어떡해 돼?,3
커피숍 가야하는데 길이 어느 방향이야?,3
커피숍 가야하는데 길이 어떡해 되지?,3
커피숍 가고 싶은데 길안내좀 해줘,3
커피숍 가야하는데 길좀 빨리 안내해 줘,3
커피숍 가고 싶은데 길 안내 시작해줘,3
커피숍 가야하는데 빠르게 길안내 좀,3
커피숍 가야하는데 길좀 빠르게 안내해줘,3
커피숍 어디야?,3
커피숍 어디에 있어?,3
커피숍 길 안내좀 해줄 수 있어?,3
커피숍 안내해줘,3
커피숍 길좀 빨리 안내해줘,3
커피숍 길이 어떡해 돼,3
커피숍 길안내 시작,3
커피숍길 안내 부탁 해,3
커피숍 길 지도 찾기 부탁,3
커피숍 길이 어떡해 되지?,3
커피숍 어느 방향이야?,3
커피숍 길 좀 알려줄수 있니?,3
커피숍 길 안내 시작,3
커피숍 어서 안내해줘,3
커피숍 가야되거든 그러니깐 길좀 안내해,3
커피숍 어디로 가야합니까?,3
커피숍 길을 안내 해 주셨으면 좋겠습니다.,3
커피숍 가야돼,3
커피숍 갸야하거든 길 좀 알려줘 봐,3
커피숍 가야되니깐 길 안내해,3
커피숍는 어디에 있어?,3
커피숍는 어디쯤인지 알아?,3
커피숍는 어디에 있을 까,3
커피숍가 어디에있는지 알려줘,3
커피숍 안내 부탁해,3
커피숍를 가고 싶어,3
커피숍 빠른 안내 부탁해,3
커피숍가 어디에 있는지 알려줘,3
커피숍가 어디에 있어,3
커피숍 빠른 안내 부탁해도 될까?,3
커피숍 빠르게 가고 싶은데 길좀 알려줘바,3
커피숍 를 가야하는데 어떡해 가지,3
커피숍 길안내,3
커피숍 안내를 부탁 드려요,3
커피숍는 어디에 있는 거야?,3
커피숍 길이 뭐야,3
커피숍에 가는 길이 어디야,3
커피숍에 가고 싶어,3
커피숍로 가는 길 알려줘,3
커피숍가 어느 방향이지,3
커피숍로 가는 방향 어디야?,3
커피숍로 가고 싶은데,3
커피숍로 가야 되거든 길 안내좀 해봐,3
커피숍 길 안내 해줘,3
커피숍 가는 방향 안내 부탁해,3
커피숍 길안내를 시작해줘,3
커피숍 빠르게 가는 길좀 알려줘,3
커피숍 는 어떡해 가면 좋을까?,3
커피숍 가야하는데 길좀,3
커피숍 길를 부탁해,3
커피숍 가야 해,3
커피숍 길을 알려줬으면 좋겠어,3
커피숍가는 방법 알려줘,3
커피숍 어디에 있는지 알아?,3
커피숍는 어디에 있을까?,3
커피숍 가는 방법 알려줘,3
커피숍 길찾기 좀 해줘,3
커피숍 길찾기 부탁해,3
커피숍 길찾기 해줘,3
커피숍 길찾기 실행,3
커피숍 길찾기 부탁좀 할께,3
커피숍 길찾기 가능할까?,3
커피숍 길찾기 가능?,3
커피숍 길찾기 기능 실행 시켜줘,3
커피숍 길찾기 가능합니까?,3
커피숍 길찾기 해,3
커피숍 길찾기,3
커피숍 길 안내 시작,3
커피숍 길 안내 시작 해줘,3
커피숍 길좀 안내해,3
커피숍 길 안내 가능 할까?,3
커피숍 길를 안내해줘,3
커피숍 길 안내 시작 하자,3
커피숍로 가는 길 안내 가능 할까?,3
커피숍로 가는 길로 안내좀 부탁할께,3
커피숍로 가는 길로 안내 실행 해줘,3
커피숍로 가는 길 알아?,3
커피숍로 가고 싶어,3
커피숍로 가는 길 알려줘,3
커피숍로 가야하는데 알려줘,3
커피숍로 가는길 안내 빠르게 부탁해,3
커피숍 가는 길 안내해,3
커피숍 안내해줘,3
커피숍 안내해,3
커피숍로 가는 길 안내해줘,3
커피숍로 가자,3
커피숍로 가고 싶어,3
커피샵 어디야?,3
커피샵 위치가 어떡해 되?,3
커피샵 어디로 가야해?,3
커피샵 어느 쪽이야?,3
커피샵 위치,3
커피샵 위치좀 알려줄 수 있어?,3
커피샵 가야 하는데 어느 쪽이지,3
커피샵 가고 싶어,3
커피샵 어디에 있는지 알고있어?,3
커피샵 가고 싶어 알려줘,3
커피샵 위치가 어디에 있어?,3
커피샵 위치 좀 알려 주 실수 있어?,3
커피샵가 어디에 있어?,3
커피샵에 갈건데 어디에 있어?,3
커피샵 가야 하는데 위치좀 알려줘,3
커피샵 가야해 위치좀 알려줘,3
커피샵 빨리 가야하는데 위치좀,3
커피샵 어느 방향으로 가야하는지 알수 있을까?,3
커피샵 갈건데 어디야?,3
커피샵 갈건데 어느 방향이야?,3
커피샵 갈건데 어떡해 가야해?,3
커피샵 갈건데 위치 안내 부탁해,3
커피샵 갈건데 어떡해 가야하는지 알려줘,3
커피샵 갈건데 알려줘,3
커피샵 갈건데 위치 안내 해,3
커피샵 갈건데 빨리 알려줘,3
커피샵 갈건데 어느 쪽이야,3
커피샵 갈건데 어디로 가는게 좋을까?,3
커피샵 갈건데 방향이 어디야?,3
커피샵 갈건데 위치 안내를 부탁해,3
커피샵 갈건데 길찾기 부탁해,3
커피샵 갈건데 길찾아줘,3
커피샵 갈건데 길 좀 알려줘,3
커피샵 갈건데 길을 알려줘,3
커피샵 갈건데 길을 알려주었으면 좋겠어,3
커피샵 갈건데 어떡해 가야 좋겠어?,3
커피샵 갈건데 빠르게 가는 길좀 알려줘,3
커피샵 갈건데 가는 길좀 알려줘,3
커피샵 갈건데 가는 길이 어떡해 돼,3
커피샵 갈건데 가는 길 안내해줘,3
커피샵 갈건데 가는 길 안내 부탁해,3
커피샵 갈건데 길이 어떡해 될까?,3
커피샵 갈건데 길 찾기 좀 해줘,3
커피샵 갈건데 지도 부탁해,3
커피샵 갈건데 빠르게 가는 방법 알려줘,3
커피샵 갈건데 길 좀 알고 싶어,3
커피샵 갈건데 길 좀 알려줬으면 좋겠어,3
커피샵  갈건데 길의 방향 좀 알려줘,3
커피샵  갈건데 어디야?,3
커피샵  갈건데 어디로 가야해?,3
커피샵  갈건데 어느 쪽으로 가야해?,3
커피샵 갈건데 어떡해 해야할까?,3
커피샵 갈건데 어느 길로 가야할까?,3
커피샵  갈건데 길을 알려주었으면 좋겠어,3
커피샵  갈건데 길 안내를 해줘,3
커피샵  갈건데 길이 어떡해 될까?,3
커피샵  가야하는데 어떡해 가야하냐?,3
커피샵 가야하는데 어떡해 가야하지?,3
커피샵 가야하는데 어디로 가야해?,3
커피샵  가야하는데 길안내 부탁해,3
커피샵 가야하는데 길 좀 안내해줘,3
커피샵 길 찾기,3
커피샵 가야할것 같은데 길 찾기 부탁해,3
커피샵  가야할것 같은데 길 안내 부탁해,3
커피샵  가야할것 같은데 길 안내,3
커피샵 가야할것 같은데  지도 좀 켜줘,3
커피샵 가야할 것 같은데 길 알아?,3
커피샵 가야 되는데 어떡해 가야돼?,3
커피샵 가야 되는데 길이 어떡해 돼?,3
커피샵 가야하는데 길이 어느 방향이야?,3
커피샵 가야하는데 길이 어떡해 되지?,3
커피샵 가고 싶은데 길안내좀 해줘,3
커피샵 가야하는데 길좀 빨리 안내해 줘,3
커피샵 가고 싶은데 길 안내 시작해줘,3
커피샵 가야하는데 빠르게 길안내 좀,3
커피샵 가야하는데 길좀 빠르게 안내해줘,3
커피샵 어디야?,3
커피샵 어디에 있어?,3
커피샵 길 안내좀 해줄 수 있어?,3
커피샵 안내해줘,3
커피샵 길좀 빨리 안내해줘,3
커피샵 길이 어떡해 돼,3
커피샵 길안내 시작,3
커피샵길 안내 부탁 해,3
커피샵 길 지도 찾기 부탁,3
커피샵 길이 어떡해 되지?,3
커피샵 어느 방향이야?,3
커피샵 길 좀 알려줄수 있니?,3
커피샵 길 안내 시작,3
커피샵 어서 안내해줘,3
커피샵 가야되거든 그러니깐 길좀 안내해,3
커피샵 어디로 가야합니까?,3
커피샵 길을 안내 해 주셨으면 좋겠습니다.,3
커피샵 가야돼,3
커피샵 갸야하거든 길 좀 알려줘 봐,3
커피샵 가야되니깐 길 안내해,3
커피샵는 어디에 있어?,3
커피샵는 어디쯤인지 알아?,3
커피샵는 어디에 있을 까,3
커피샵가 어디에있는지 알려줘,3
커피샵 안내 부탁해,3
커피샵를 가고 싶어,3
커피샵 빠른 안내 부탁해,3
커피샵가 어디에 있는지 알려줘,3
커피샵가 어디에 있어,3
커피샵 빠른 안내 부탁해도 될까?,3
커피샵 빠르게 가고 싶은데 길좀 알려줘바,3
커피샵 를 가야하는데 어떡해 가지,3
커피샵 길안내,3
커피샵 안내를 부탁 드려요,3
커피샵는 어디에 있는 거야?,3
커피샵 길이 뭐야,3
커피샵에 가는 길이 어디야,3
커피샵에 가고 싶어,3
커피샵로 가는 길 알려줘,3
커피샵가 어느 방향이지,3
커피샵로 가는 방향 어디야?,3
커피샵로 가고 싶은데,3
커피샵로 가야 되거든 길 안내좀 해봐,3
커피샵 길 안내 해줘,3
커피샵 가는 방향 안내 부탁해,3
커피샵 길안내를 시작해줘,3
커피샵 빠르게 가는 길좀 알려줘,3
커피샵 는 어떡해 가면 좋을까?,3
커피샵 가야하는데 길좀,3
커피샵 길를 부탁해,3
커피샵 가야 해,3
커피샵 길을 알려줬으면 좋겠어,3
커피샵가는 방법 알려줘,3
커피샵 어디에 있는지 알아?,3
커피샵는 어디에 있을까?,3
커피샵 가는 방법 알려줘,3
커피샵 길찾기 좀 해줘,3
커피샵 길찾기 부탁해,3
커피샵 길찾기 해줘,3
커피샵 길찾기 실행,3
커피샵 길찾기 부탁좀 할께,3
커피샵 길찾기 가능할까?,3
커피샵 길찾기 가능?,3
커피샵 길찾기 기능 실행 시켜줘,3
커피샵 길찾기 가능합니까?,3
커피샵 길찾기 해,3
커피샵 길찾기,3
커피샵 길 안내 시작,3
커피샵 길 안내 시작 해줘,3
커피샵 길좀 안내해,3
커피샵 길 안내 가능 할까?,3
커피샵 길를 안내해줘,3
커피샵 길 안내 시작 하자,3
커피샵로 가는 길 안내 가능 할까?,3
커피샵로 가는 길로 안내좀 부탁할께,3
커피샵로 가는 길로 안내 실행 해줘,3
커피샵로 가는 길 알아?,3
커피샵로 가고 싶어,3
커피샵로 가는 길 알려줘,3
커피샵로 가야하는데 알려줘,3
커피샵로 가는길 안내 빠르게 부탁해,3
커피샵 가는 길 안내해,3
커피샵 안내해줘,3
커피샵 안내해,3
커피샵로 가는 길 안내해줘,3
커피샵로 가자,3
커피샵로 가고 싶어,3
까페 어디야?,3
까페 위치가 어떡해 되?,3
까페 어디로 가야해?,3
까페 어느 쪽이야?,3
까페 위치,3
까페 위치좀 알려줄 수 있어?,3
까페 가야 하는데 어느 쪽이지,3
까페 가고 싶어,3
까페 어디에 있는지 알고있어?,3
까페 가고 싶어 알려줘,3
까페 위치가 어디에 있어?,3
까페 위치 좀 알려 주 실수 있어?,3
까페가 어디에 있어?,3
까페에 갈건데 어디에 있어?,3
까페 가야 하는데 위치좀 알려줘,3
까페 가야해 위치좀 알려줘,3
까페 빨리 가야하는데 위치좀,3
까페 어느 방향으로 가야하는지 알수 있을까?,3
까페 갈건데 어디야?,3
까페 갈건데 어느 방향이야?,3
까페 갈건데 어떡해 가야해?,3
까페 갈건데 위치 안내 부탁해,3
까페 갈건데 어떡해 가야하는지 알려줘,3
까페 갈건데 알려줘,3
까페 갈건데 위치 안내 해,3
까페 갈건데 빨리 알려줘,3
까페 갈건데 어느 쪽이야,3
까페 갈건데 어디로 가는게 좋을까?,3
까페 갈건데 방향이 어디야?,3
까페 갈건데 위치 안내를 부탁해,3
까페 갈건데 길찾기 부탁해,3
까페 갈건데 길찾아줘,3
까페 갈건데 길 좀 알려줘,3
까페 갈건데 길을 알려줘,3
까페 갈건데 길을 알려주었으면 좋겠어,3
까페 갈건데 어떡해 가야 좋겠어?,3
까페 갈건데 빠르게 가는 길좀 알려줘,3
까페 갈건데 가는 길좀 알려줘,3
까페 갈건데 가는 길이 어떡해 돼,3
까페 갈건데 가는 길 안내해줘,3
까페 갈건데 가는 길 안내 부탁해,3
까페 갈건데 길이 어떡해 될까?,3
까페 갈건데 길 찾기 좀 해줘,3
까페 갈건데 지도 부탁해,3
까페 갈건데 빠르게 가는 방법 알려줘,3
까페 갈건데 길 좀 알고 싶어,3
까페 갈건데 길 좀 알려줬으면 좋겠어,3
까페  갈건데 길의 방향 좀 알려줘,3
까페  갈건데 어디야?,3
까페  갈건데 어디로 가야해?,3
까페  갈건데 어느 쪽으로 가야해?,3
까페 갈건데 어떡해 해야할까?,3
까페 갈건데 어느 길로 가야할까?,3
까페  갈건데 길을 알려주었으면 좋겠어,3
까페  갈건데 길 안내를 해줘,3
까페  갈건데 길이 어떡해 될까?,3
까페  가야하는데 어떡해 가야하냐?,3
까페 가야하는데 어떡해 가야하지?,3
까페 가야하는데 어디로 가야해?,3
까페  가야하는데 길안내 부탁해,3
까페 가야하는데 길 좀 안내해줘,3
까페 길 찾기,3
까페 가야할것 같은데 길 찾기 부탁해,3
까페  가야할것 같은데 길 안내 부탁해,3
까페  가야할것 같은데 길 안내,3
까페 가야할것 같은데  지도 좀 켜줘,3
까페 가야할 것 같은데 길 알아?,3
까페 가야 되는데 어떡해 가야돼?,3
까페 가야 되는데 길이 어떡해 돼?,3
까페 가야하는데 길이 어느 방향이야?,3
까페 가야하는데 길이 어떡해 되지?,3
까페 가고 싶은데 길안내좀 해줘,3
까페 가야하는데 길좀 빨리 안내해 줘,3
까페 가고 싶은데 길 안내 시작해줘,3
까페 가야하는데 빠르게 길안내 좀,3
까페 가야하는데 길좀 빠르게 안내해줘,3
까페 어디야?,3
까페 어디에 있어?,3
까페 길 안내좀 해줄 수 있어?,3
까페 안내해줘,3
까페 길좀 빨리 안내해줘,3
까페 길이 어떡해 돼,3
까페 길안내 시작,3
까페길 안내 부탁 해,3
까페 길 지도 찾기 부탁,3
까페 길이 어떡해 되지?,3
까페 어느 방향이야?,3
까페 길 좀 알려줄수 있니?,3
까페 길 안내 시작,3
까페 어서 안내해줘,3
까페 가야되거든 그러니깐 길좀 안내해,3
까페 어디로 가야합니까?,3
까페 길을 안내 해 주셨으면 좋겠습니다.,3
까페 가야돼,3
까페 갸야하거든 길 좀 알려줘 봐,3
까페 가야되니깐 길 안내해,3
까페는 어디에 있어?,3
까페는 어디쯤인지 알아?,3
까페는 어디에 있을 까,3
까페가 어디에있는지 알려줘,3
까페 안내 부탁해,3
까페를 가고 싶어,3
